flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,ground_time_outlier,departure_delay,arrival_delay,is_delayed,carrier_express,ground_time_pressure,total_pax,lap_child_count,is_child,pax_load_ratio,child_ratio,transfer_ratio,special_req_count,departure_delay_norm,arrival_delay_norm,total_seats_norm,scheduled_ground_time_minutes_norm,actual_ground_time_minutes_norm,minimum_turn_minutes_norm,ground_time_pressure_norm,total_pax_norm,lap_child_count_norm,pax_load_ratio_norm,child_ratio_norm,transfer_ratio_norm,special_req_count_norm,difficulty_score,ground_time_gap,daily_rank,difficulty_class
845,2025-08-10,GRU,2025-08-10 21:20:00+00:00,2025-08-11 09:30:00+00:00,2025-08-10 22:50:00+00:00,2025-08-11 10:54:00+00:00,318,B787-10,274.5,662,155,True,90.0,84.0,1,0,0.5646630236794171,379,2,15,1.1918238993710693,0.044854881266490766,0.5897435897435898,212,0.1264775413711584,0.16273584905660377,0.8067226890756302,1.0,0.019834363559983196,1.0,0.28233151183970856,0.7096153846153846,0.2857142857142857,0.6127106321666071,0.31915973208849197,0.5897435897435898,1.0,0.39498812475197365,-387.5,5.0,Difficult
2302,2025-08-07,BWI,2025-08-07 07:00:00+00:00,2025-08-07 10:03:00+00:00,2025-08-07 06:51:00+00:00,2025-08-07 09:34:00+00:00,150,A320-200,274.5,554,46,True,-9.0,-29.0,0,0,0.16757741347905283,173,1,9,1.1533333333333333,0.057803468208092484,0.359375,21,0.009456264775413713,0.0294811320754717,0.10084033613445376,1.0,0.016593650603132688,0.0267857142857143,0.08378870673952642,0.3134615384615385,0.14285714285714285,0.5915111247104078,0.411293908403735,0.359375,0.0861244019138756,0.09404037510770852,-279.5,287.0,Easy
1899,2025-08-04,YYC,2025-08-04 20:03:00+00:00,2025-08-04 22:53:00+00:00,2025-08-04 20:00:00+00:00,2025-08-04 22:44:00+00:00,126,B737-700,108.0,77,52,False,-3.0,-9.0,0,0,0.48148148148148145,133,1,4,1.0555555555555556,0.03759398496240601,0.7014925373134329,48,0.016548463356974,0.05306603773584906,0.0,0.49849397590361444,0.002280501710376283,0.08035714285714285,0.24074074074074073,0.2365384615384616,0.14285714285714285,0.537657909690956,0.2674956622325043,0.7014925373134329,0.21531100478468898,0.1803555474244252,31.0,167.0,Medium
378,2025-08-08,LAX,2025-08-08 13:55:00+00:00,2025-08-08 16:26:00+00:00,2025-08-08 13:56:00+00:00,2025-08-08 15:59:00+00:00,200,A321-2NX,73.0,88,62,False,1.0,-27.0,1,0,0.8493150684931506,246,0,15,1.23,0.06097560975609756,0.34615384615384615,59,0.021276595744680854,0.031839622641509434,0.31092436974789917,0.3930722891566265,0.0026105743263517976,0.1696428571428571,0.4246575342465753,0.4538461538461539,0.0,0.633736941032478,0.4338649155722326,0.34615384615384615,0.26794258373205737,0.1870237959703005,-15.0,180.0,Medium
1660,2025-08-12,SFO,2025-08-12 16:50:00+00:00,2025-08-12 19:36:00+00:00,2025-08-12 17:21:00+00:00,2025-08-12 20:44:00+00:00,234,B757-300,105.0,86,66,False,31.0,68.0,1,0,0.6285714285714286,265,3,15,1.1324786324786325,0.06792452830188679,0.37142857142857144,74,0.05673758865248227,0.14386792452830188,0.45378151260504196,0.4894578313253012,0.0025505611234471585,0.2053571428571429,0.3142857142857143,0.4903846153846155,0.42857142857142855,0.5800249494789863,0.48330914368650213,0.37142857142857144,0.339712918660287,0.20675211938510435,19.0,163.0,Medium
592,2025-08-01,JAC,2025-08-01 16:50:00+00:00,2025-08-01 19:05:00+00:00,2025-08-01 16:55:00+00:00,2025-08-01 18:54:00+00:00,126,B737-700,57.0,80,43,False,5.0,-11.0,1,0,0.7543859649122807,140,1,6,1.1111111111111112,0.05,0.776595744680851,52,0.02600472813238771,0.05070754716981132,0.0,0.34487951807228917,0.0023705215147332417,0.0,0.37719298245614036,0.25000000000000006,0.14285714285714285,0.5682563273156446,0.3557692307692308,0.776595744680851,0.23444976076555024,0.2197382661357997,-23.0,102.0,Medium
2378,2025-08-15,LAX,2025-08-15 21:42:00+00:00,2025-08-16 00:15:00+00:00,2025-08-15 21:33:00+00:00,2025-08-16 00:27:00+00:00,200,A321-2NX,77.0,86,62,False,-9.0,12.0,0,0,0.8051948051948052,125,1,6,0.625,0.056,0.7777777777777778,47,0.009456264775413713,0.07783018867924528,0.31092436974789917,0.4051204819277109,0.0025505611234471585,0.1696428571428571,0.4025974025974026,0.22115384615384615,0.14285714285714285,0.3005201730996197,0.3984615384615384,0.7777777777777778,0.21052631578947367,0.20711464977908875,-9.0,137.0,Medium
1361,2025-08-06,STL,2025-08-06 21:20:00+00:00,2025-08-06 22:45:00+00:00,2025-08-06 23:49:00+00:00,2025-08-07 01:17:00+00:00,126,A319-100,57.0,63,43,False,149.0,152.0,1,0,0.7543859649122807,108,0,3,0.8571428571428571,0.027777777777777776,0.7663551401869159,48,0.19621749408983452,0.24292452830188677,0.0,0.34487951807228917,0.0018604092900438097,0.0,0.37719298245614036,0.18846153846153846,0.0,0.42837784674563967,0.1976495726495726,0.7663551401869159,0.21531100478468898,0.29275454664684986,-6.0,53.0,Difficult
622,2025-08-10,DEN,2025-08-10 13:04:00+00:00,2025-08-10 14:46:00+00:00,2025-08-10 13:52:00+00:00,2025-08-10 16:20:00+00:00,364,B777-2HD,99.0,107,87,False,48.0,94.0,1,0,0.8787878787878788,409,3,15,1.1236263736263736,0.044009779951100246,0.1939655172413793,113,0.0768321513002364,0.17452830188679244,0.9999999999999999,0.4713855421686747,0.0031806997539458684,0.3928571428571428,0.4393939393939394,0.7673076923076924,0.42857142857142855,0.5751493774398876,0.31314651119052095,0.1939655172413793,0.5263157894736842,0.249991334859096,-8.0,48.0,Difficult
758,2025-08-07,EWR,2025-08-07 10:35:00+00:00,2025-08-07 13:52:00+00:00,2025-08-07 10:47:00+00:00,2025-08-07 13:53:00+00:00,179,B737-900,116.0,139,56,False,12.0,1.0,1,0,0.4827586206896552,205,1,9,1.1452513966480447,0.04878048780487805,0.11805555555555555,88,0.034278959810874705,0.06485849056603774,0.2226890756302521,0.5225903614457832,0.0041409110004200925,0.1160714285714286,0.2413793103448276,0.37500000000000006,0.14285714285714285,0.5870598241799783,0.34709193245778613,0.11805555555555555,0.4066985645933014,0.16795723208855182,-23.0,210.0,Easy
1933,2025-08-15,LAS,2025-08-15 08:47:00+00:00,2025-08-15 10:55:00+00:00,2025-08-15 08:39:00+00:00,2025-08-15 10:19:00+00:00,179,B737-900,64.0,67,56,False,-8.0,-36.0,0,0,0.875,190,0,6,1.0614525139664805,0.031578947368421054,0.39080459770114945,40,0.010638297872340427,0.021226415094339625,0.2226890756302521,0.36596385542168675,0.001980435695853088,0.1160714285714286,0.4375,0.3461538461538462,0.0,0.5409057864220682,0.22469635627530363,0.39080459770114945,0.17703349282296652,0.16280231798531247,-3.0,236.0,Easy
2343,2025-08-09,IND,2025-08-09 14:21:00+00:00,2025-08-09 16:32:00+00:00,2025-08-09 14:19:00+00:00,2025-08-09 16:20:00+00:00,179,B737-900,72.0,63,56,False,-2.0,-12.0,0,0,0.7777777777777778,96,1,4,0.5363128491620112,0.052083333333333336,0.953125,64,0.01773049645390071,0.049528301886792456,0.2226890756302521,0.39006024096385544,0.0018604092900438097,0.1160714285714286,0.3888888888888889,0.1653846153846154,0.14285714285714285,0.25167381647249815,0.37059294871794873,0.953125,0.29186602870813394,0.24398453859057617,9.0,71.0,Difficult
1920,2025-08-11,LAS,2025-08-11 15:41:00+00:00,2025-08-11 17:41:00+00:00,2025-08-11 15:39:00+00:00,2025-08-11 17:23:00+00:00,179,B737-900,67.0,50,56,False,-2.0,-18.0,0,0,0.835820895522388,131,1,3,0.7318435754189944,0.030534351145038167,0.4603174603174603,74,0.01773049645390071,0.04245283018867925,0.2226890756302521,0.375,0.001470323471163656,0.1160714285714286,0.417910447761194,0.2326923076923077,0.14285714285714285,0.359366571240955,0.21726365237815617,0.4603174603174603,0.339712918660287,0.20198791829758705,17.0,129.0,Medium
1851,2025-08-07,ALB,2025-08-07 09:00:00+00:00,2025-08-07 12:11:00+00:00,2025-08-07 08:58:00+00:00,2025-08-07 12:03:00+00:00,126,A319-100,78.0,75,43,False,-2.0,-8.0,0,0,0.5512820512820513,128,1,1,1.0158730158730158,0.015625,0.45569620253164556,62,0.01773049645390071,0.054245283018867926,0.0,0.40813253012048195,0.002220488507471644,0.0,0.27564102564102566,0.22692307692307695,0.14285714285714285,0.5158018971018927,0.11117788461538461,0.45569620253164556,0.2822966507177033,0.1687490256865157,3.0,205.0,Easy
1398,2025-08-08,ATL,2025-08-08 18:20:00+00:00,2025-08-08 21:29:00+00:00,2025-08-08 18:31:00+00:00,2025-08-08 21:26:00+00:00,166,B737-800,70.0,57,51,False,11.0,-3.0,1,0,0.7285714285714285,123,1,4,0.7409638554216867,0.04065040650406504,0.6164383561643836,96,0.03309692671394799,0.060141509433962265,0.16806722689075626,0.38403614457831325,0.0016803696813298926,0.07142857142857145,0.36428571428571427,0.2173076923076923,0.14285714285714285,0.3643897616957316,0.28924327704815506,0.6164383561643836,0.44497607655502386,0.24284120180430957,13.0,54.0,Difficult
1594,2025-08-14,ABQ,2025-08-14 09:20:00+00:00,2025-08-14 11:32:00+00:00,2025-08-14 09:31:00+00:00,2025-08-14 11:25:00+00:00,126,A319-100,92.0,96,43,False,11.0,-7.0,1,0,0.4673913043478261,136,0,4,1.0793650793650793,0.029411764705882353,0.43956043956043955,77,0.03309692671394799,0.055424528301886794,0.0,0.45030120481927716,0.0028506271379703536,0.0,0.23369565217391305,0.24230769230769234,0.0,0.5507715172443939,0.2092760180995475,0.43956043956043955,0.354066985645933,0.18652465753144393,-4.0,191.0,Medium
1304,2025-08-02,LAS,2025-08-02 11:29:00+00:00,2025-08-02 13:28:00+00:00,2025-08-02 11:27:00+00:00,2025-08-02 13:11:00+00:00,179,B737-900,68.0,73,56,False,-2.0,-17.0,0,0,0.8235294117647058,220,2,11,1.229050279329609,0.05909090909090909,0.2925170068027211,73,0.01773049645390071,0.04363207547169812,0.2226890756302521,0.3780120481927711,0.002160475304567005,0.1160714285714286,0.4117647058823529,0.4038461538461539,0.2857142857142857,0.6332138619378884,0.4204545454545454,0.2925170068027211,0.33492822966507174,0.19116135315756497,-5.0,171.0,Medium
378,2025-08-07,LAX,2025-08-07 13:55:00+00:00,2025-08-07 16:26:00+00:00,2025-08-07 13:51:00+00:00,2025-08-07 16:20:00+00:00,179,B737-900,61.0,73,56,False,-4.0,-6.0,0,0,0.9180327868852459,208,0,7,1.1620111731843576,0.03365384615384615,0.3,59,0.015366430260047283,0.05660377358490566,0.2226890756302521,0.3569277108433735,0.002160475304567005,0.1160714285714286,0.45901639344262296,0.3807692307692308,0.0,0.5962906317315604,0.2394600591715976,0.3,0.26794258373205737,0.17854243388715524,-12.0,193.0,Medium
1941,2025-08-04,CVG,2025-08-04 14:26:00+00:00,2025-08-04 16:52:00+00:00,2025-08-04 14:24:00+00:00,2025-08-04 16:45:00+00:00,126,A319-100,71.0,81,43,False,-2.0,-7.0,0,0,0.6056338028169014,123,0,0,0.9761904761904762,0.0,0.6666666666666666,45,0.01773049645390071,0.055424528301886794,0.0,0.3870481927710844,0.002400528116185561,0.0,0.3028169014084507,0.2173076923076923,0.0,0.49394588451282945,0.0,0.6666666666666666,0.20095693779904306,0.17571859199358414,-10.0,175.0,Medium
1941,2025-08-06,CVG,2025-08-06 14:26:00+00:00,2025-08-06 16:52:00+00:00,2025-08-06 14:48:00+00:00,2025-08-06 17:12:00+00:00,126,A319-100,83.0,104,43,False,22.0,20.0,1,0,0.5180722891566265,125,0,2,0.9920634920634921,0.016,0.864406779661017,45,0.04609929078014184,0.08726415094339622,0.0,0.4231927710843374,0.00309067994958891,0.0,0.25903614457831325,0.22115384615384615,0.0,0.5026882895484548,0.11384615384615385,0.864406779661017,0.20095693779904306,0.2081265240047117,-21.0,140.0,Medium
1859,2025-08-07,SNA,2025-08-07 16:50:00+00:00,2025-08-07 19:18:00+00:00,2025-08-07 17:06:00+00:00,2025-08-07 19:33:00+00:00,126,B737-700,57.0,64,43,False,16.0,15.0,1,0,0.7543859649122807,134,1,2,1.0634920634920635,0.022388059701492536,0.26436781609195403,50,0.03900709219858156,0.08136792452830188,0.0,0.34487951807228917,0.0018904158914961292,0.0,0.37719298245614036,0.2384615384615385,0.14285714285714285,0.5420291122087686,0.15929965556831227,0.26436781609195403,0.22488038277511962,0.16262658137602304,-7.0,221.0,Easy
1785,2025-08-04,EWR,2025-08-04 16:46:00+00:00,2025-08-04 20:20:00+00:00,2025-08-04 16:44:00+00:00,2025-08-04 19:55:00+00:00,179,B737-MAX9,122.0,135,56,False,-2.0,-25.0,0,0,0.45901639344262296,201,3,10,1.1229050279329609,0.06467661691542288,0.21100917431192662,56,0.01773049645390071,0.03419811320754717,0.2226890756302521,0.5406626506024097,0.004020884594610814,0.1160714285714286,0.22950819672131148,0.36730769230769234,0.42857142857142855,0.5747520807778689,0.46019900497512434,0.21100917431192662,0.2535885167464115,0.1388890029489464,-13.0,252.0,Easy
1182,2025-08-02,SJC,2025-08-02 19:55:00+00:00,2025-08-02 22:35:00+00:00,2025-08-02 20:00:00+00:00,2025-08-02 22:46:00+00:00,150,A320-200,60.0,58,46,False,5.0,11.0,1,0,0.7666666666666667,177,0,8,1.18,0.04519774011299435,0.4765625,61,0.02600472813238771,0.07665094339622641,0.10084033613445376,0.3539156626506024,0.0017103762827822121,0.0267857142857143,0.38333333333333336,0.3211538461538462,0.0,0.6061983651702583,0.3215993046501521,0.4765625,0.277511961722488,0.19644625235739577,2.0,158.0,Medium
2179,2025-08-15,SFO,2025-08-15 18:20:00+00:00,2025-08-15 21:09:00+00:00,2025-08-15 18:40:00+00:00,2025-08-15 21:59:00+00:00,234,B757-300,99.0,121,66,False,20.0,50.0,1,0,0.6666666666666666,221,0,8,0.9444444444444444,0.03619909502262444,0.46774193548387094,104,0.04373522458628842,0.12264150943396226,0.45378151260504196,0.4713855421686747,0.0036007921742783416,0.2053571428571429,0.3333333333333333,0.4057692307692308,0.0,0.47646107444157887,0.2575704838148277,0.46774193548387094,0.4832535885167464,0.2363144009016491,-22.0,68.0,Difficult
1659,2025-08-01,CUN,2025-08-01 10:42:00+00:00,2025-08-01 14:28:00+00:00,2025-08-01 10:49:00+00:00,2025-08-01 14:27:00+00:00,179,B737-900,64.0,89,70,False,7.0,-1.0,1,0,1.09375,245,0,15,1.3687150837988826,0.061224489795918366,0.05737704918032787,49,0.028368794326241134,0.0625,0.2226890756302521,0.36596385542168675,0.0026405809278041174,0.2410714285714286,0.546875,0.451923076923077,0.0,0.7101372582010719,0.4356357927786499,0.05737704918032787,0.22009569377990432,0.16781575779402758,-25.0,221.0,Easy
2202,2025-08-04,IAH,2025-08-04 18:25:00+00:00,2025-08-04 21:21:00+00:00,2025-08-04 19:25:00+00:00,2025-08-04 21:57:00+00:00,179,B737-900,-5.0,61,56,False,60.0,36.0,1,0,0.0,201,1,3,1.1229050279329609,0.01990049751243781,0.5333333333333333,55,0.09101654846335697,0.10613207547169812,0.2226890756302521,0.15813253012048195,0.0018003960871391706,0.1160714285714286,0.0,0.36730769230769234,0.14285714285714285,0.5747520807778689,0.1415996938384998,0.5333333333333333,0.24880382775119617,0.16838352677234064,-66.0,200.0,Medium
1658,2025-08-07,EWR,2025-08-07 06:00:00+00:00,2025-08-07 09:13:00+00:00,2025-08-07 05:55:00+00:00,2025-08-07 08:55:00+00:00,179,B737-900,216.0,242,56,False,-5.0,-18.0,0,0,0.25925925925925924,187,0,4,1.0446927374301676,0.0213903743315508,0.12280701754385964,37,0.014184397163120569,0.04245283018867925,0.2226890756302521,0.8237951807228916,0.0072315909500090024,0.1160714285714286,0.12962962962962962,0.3403846153846154,0.0,0.5316749788704861,0.15220074043603454,0.12280701754385964,0.16267942583732056,0.08560704879062117,-26.0,292.0,Easy
2440,2025-08-15,LAS,2025-08-15 13:02:00+00:00,2025-08-15 15:03:00+00:00,2025-08-15 13:25:00+00:00,2025-08-15 15:24:00+00:00,179,B737-900,67.0,103,64,False,23.0,21.0,1,0,0.9552238805970149,179,0,3,1.0,0.01675977653631285,0.4230769230769231,92,0.04728132387706856,0.08844339622641509,0.2226890756302521,0.375,0.00306067334813659,0.1875,0.47761194029850745,0.325,0.0,0.5070594920662674,0.1192522561237645,0.4230769230769231,0.4258373205741626,0.23909997469031363,-36.0,66.0,Difficult
1851,2025-08-11,ALB,2025-08-11 09:00:00+00:00,2025-08-11 12:11:00+00:00,2025-08-11 08:58:00+00:00,2025-08-11 12:12:00+00:00,126,A319-100,61.0,70,51,False,-2.0,1.0,0,0,0.8360655737704918,145,1,7,1.1507936507936507,0.05517241379310345,0.7083333333333334,62,0.01773049645390071,0.06485849056603774,0.0,0.3569277108433735,0.0020704555002100467,0.07142857142857145,0.4180327868852459,0.25961538461538464,0.14285714285714285,0.5901123399047077,0.3925729442970822,0.7083333333333334,0.2822966507177033,0.2253251844348755,-9.0,71.0,Difficult
1139,2025-08-01,DSM,2025-08-01 09:00:00+00:00,2025-08-01 10:29:00+00:00,2025-08-01 09:10:00+00:00,2025-08-01 10:37:00+00:00,126,A319-100,63.0,62,43,False,10.0,8.0,1,0,0.6825396825396826,131,1,2,1.0396825396825398,0.022900763358778626,0.7857142857142857,17,0.03191489361702128,0.07311320754716981,0.0,0.3629518072289157,0.00183040268859149,0.0,0.3412698412698413,0.2326923076923077,0.14285714285714285,0.5289155046553308,0.16294773928361714,0.7857142857142857,0.06698564593301434,0.17803249855500464,1.0,197.0,Medium
416,2025-08-13,MXP,2025-08-13 21:35:00+00:00,2025-08-14 13:20:00+00:00,2025-08-13 21:52:00+00:00,2025-08-14 13:45:00+00:00,243,B787-8,215.0,236,150,False,17.0,25.0,1,0,0.6976744186046512,271,1,9,1.1152263374485596,0.03690036900369004,0.7120622568093385,49,0.04018912529550828,0.09316037735849056,0.4915966386554621,0.8207831325301206,0.007051551341295086,0.9553571428571428,0.3488372093023256,0.5019230769230769,0.14285714285714285,0.5705228767693251,0.2625603179108714,0.7120622568093385,0.22009569377990432,0.21028533945485722,-21.0,126.0,Medium
611,2025-08-10,SFO,2025-08-10 07:00:00+00:00,2025-08-10 10:40:00+00:00,2025-08-10 07:06:00+00:00,2025-08-10 10:40:00+00:00,234,B757-300,20.0,1,66,False,6.0,0.0,1,0,2.0,276,0,13,1.1794871794871795,0.04710144927536232,0.09361702127659574,48,0.027186761229314422,0.06367924528301887,0.45378151260504196,0.23343373493975905,0.0,0.2053571428571429,1.0,0.5115384615384615,0.0,0.6059159182383381,0.3351449275362319,0.09361702127659574,0.21531100478468898,0.23163110198603637,19.0,73.0,Difficult
1923,2025-08-07,CID,2025-08-07 20:05:00+00:00,2025-08-07 21:21:00+00:00,2025-08-07 20:21:00+00:00,2025-08-07 21:28:00+00:00,126,B737-700,110.0,101,43,False,16.0,7.0,1,0,0.39090909090909093,121,0,2,0.9603174603174603,0.01652892561983471,0.9152542372881356,56,0.03900709219858156,0.07193396226415094,0.0,0.5045180722891567,0.0030006601452319515,0.0,0.19545454545454546,0.21346153846153848,0.0,0.48520347947720416,0.11760966306420852,0.9152542372881356,0.2535885167464115,0.2117941962846312,9.0,121.0,Medium
1989,2025-08-10,BOS,2025-08-10 18:20:00+00:00,2025-08-10 21:59:00+00:00,2025-08-10 18:38:00+00:00,2025-08-10 22:09:00+00:00,179,B737-MAX9,70.0,54,56,False,18.0,10.0,1,0,0.8,175,2,1,0.9776536312849162,0.017142857142857144,0.44285714285714284,46,0.04137115839243499,0.07547169811320754,0.2226890756302521,0.38403614457831325,0.0015903498769729342,0.1160714285714286,0.4,0.31730769230769235,0.2857142857142857,0.494751748664158,0.12197802197802197,0.44285714285714284,0.20574162679425836,0.1810006281492182,16.0,197.0,Medium
2426,2025-08-05,IAH,2025-08-05 19:35:00+00:00,2025-08-05 22:24:00+00:00,2025-08-05 21:13:00+00:00,2025-08-05 23:42:00+00:00,179,B737-900,-48.0,63,56,False,98.0,78.0,1,0,0.0,184,0,5,1.0279329608938548,0.02717391304347826,0.4424778761061947,79,0.1359338061465721,0.15566037735849056,0.2226890756302521,0.028614457831325296,0.0018604092900438097,0.1160714285714286,0.0,0.33461538461538465,0.0,0.5224441713189042,0.19335284280936454,0.4424778761061947,0.3636363636363636,0.20510746832329999,-111.0,126.0,Medium
576,2025-08-07,LAX,2025-08-07 15:35:00+00:00,2025-08-07 18:06:00+00:00,2025-08-07 16:16:00+00:00,2025-08-07 18:47:00+00:00,200,A321-2NX,72.0,81,62,False,41.0,41.0,1,0,0.8611111111111112,210,1,5,1.05,0.02857142857142857,0.34615384615384615,102,0.06855791962174941,0.11202830188679244,0.31092436974789917,0.39006024096385544,0.002400528116185561,0.1696428571428571,0.4305555555555556,0.38461538461538464,0.14285714285714285,0.5345980679284872,0.20329670329670327,0.34615384615384615,0.47368421052631576,0.24692399920377378,-9.0,56.0,Difficult
2430,2025-08-08,BNA,2025-08-08 14:10:00+00:00,2025-08-08 15:55:00+00:00,2025-08-08 14:06:00+00:00,2025-08-08 15:47:00+00:00,166,B737-MAX8,76.0,107,51,False,-4.0,-8.0,0,0,0.6710526315789473,198,2,6,1.1927710843373494,0.04040404040404041,0.36363636363636365,46,0.015366430260047283,0.054245283018867926,0.16806722689075626,0.40210843373493976,0.0031806997539458684,0.07142857142857145,0.3355263157894737,0.3615384615384616,0.2857142857142857,0.6132323146675963,0.2874902874902875,0.36363636363636365,0.20574162679425836,0.1561267062539727,-31.0,236.0,Easy
1538,2025-08-01,SAV,2025-08-01 11:05:00+00:00,2025-08-01 14:34:00+00:00,2025-08-01 11:10:00+00:00,2025-08-01 14:13:00+00:00,179,B737-MAX9,102.0,108,56,False,5.0,-21.0,1,0,0.5490196078431373,169,2,11,0.9441340782122905,0.07692307692307693,0.3142857142857143,73,0.02600472813238771,0.03891509433962265,0.2226890756302521,0.48042168674698793,0.003210706355398188,0.1160714285714286,0.27450980392156865,0.3057692307692308,0.2857142857142857,0.476290133560994,0.5473372781065089,0.3142857142857143,0.33492822966507174,0.17842735483051506,-6.0,196.0,Medium
1741,2025-08-15,JAC,2025-08-15 09:20:00+00:00,2025-08-15 11:35:00+00:00,2025-08-15 09:11:00+00:00,2025-08-15 11:20:00+00:00,126,B737-700,103.0,118,43,False,-9.0,-15.0,0,0,0.4174757281553398,128,1,1,1.0158730158730158,0.015625,0.5047619047619047,47,0.009456264775413713,0.04599056603773585,0.0,0.48343373493975905,0.003510772369921383,0.0,0.2087378640776699,0.22692307692307695,0.14285714285714285,0.5158018971018927,0.11117788461538461,0.5047619047619047,0.21052631578947367,0.1453557389469857,-15.0,263.0,Easy
2343,2025-08-08,IND,2025-08-08 14:21:00+00:00,2025-08-08 16:32:00+00:00,2025-08-08 14:20:00+00:00,2025-08-08 16:44:00+00:00,179,B737-900,66.0,84,56,False,-1.0,12.0,0,0,0.8484848484848485,139,1,2,0.776536312849162,0.02158273381294964,0.7966101694915254,64,0.018912529550827423,0.07783018867924528,0.2226890756302521,0.37198795180722893,0.0024905479205425195,0.1160714285714286,0.42424242424242425,0.24807692307692308,0.14285714285714285,0.38398205804517377,0.15356945213060322,0.7966101694915254,0.29186602870813394,0.22921044740500837,-18.0,80.0,Difficult
1297,2025-08-13,DFW,2025-08-13 08:45:00+00:00,2025-08-13 11:24:00+00:00,2025-08-13 08:44:00+00:00,2025-08-13 11:07:00+00:00,126,A319-100,57.0,75,43,False,-1.0,-17.0,0,0,0.7543859649122807,131,0,1,1.0396825396825398,0.007633587786259542,0.21875,85,0.018912529550827423,0.04363207547169812,0.0,0.34487951807228917,0.002220488507471644,0.0,0.37719298245614036,0.2326923076923077,0.0,0.5289155046553308,0.054315913094539044,0.21875,0.39234449760765544,0.17980813526156608,-18.0,199.0,Medium
356,2025-08-13,ATL,2025-08-13 14:30:00+00:00,2025-08-13 17:39:00+00:00,2025-08-13 14:26:00+00:00,2025-08-13 17:43:00+00:00,126,B737-700,89.0,113,51,False,-4.0,4.0,0,0,0.5730337078651685,125,0,5,0.9920634920634921,0.04,0.34210526315789475,108,0.015366430260047283,0.06839622641509434,0.0,0.4412650602409639,0.0033607393626597856,0.07142857142857145,0.28651685393258425,0.22115384615384615,0.0,0.5026882895484548,0.2846153846153846,0.34210526315789475,0.5023923444976077,0.20678470420253842,-24.0,138.0,Medium
1693,2025-08-13,DCA,2025-08-13 13:55:00+00:00,2025-08-13 17:01:00+00:00,2025-08-13 17:18:00+00:00,2025-08-13 20:01:00+00:00,150,A320-200,40.0,240,46,False,203.0,180.0,1,0,1.15,91,0,3,0.6066666666666667,0.03296703296703297,0.3111111111111111,36,0.26004728132387706,0.27594339622641506,0.10084033613445376,0.2936746987951807,0.007171577747104364,0.0267857142857143,0.575,0.15576923076923077,0.0,0.2904226952834725,0.2345731191885038,0.3111111111111111,0.15789473684210525,0.2897685199436415,-200.0,25.0,Difficult
2067,2025-08-02,BOS,2025-08-02 07:30:00+00:00,2025-08-02 10:57:00+00:00,2025-08-02 07:27:00+00:00,2025-08-02 10:43:00+00:00,179,B737-MAX9,274.5,480,56,True,-3.0,-14.0,0,0,0.2040072859744991,222,2,11,1.2402234636871508,0.05855855855855856,0.17543859649122806,27,0.016548463356974,0.04716981132075472,0.2226890756302521,1.0,0.014373162095661047,0.1160714285714286,0.10200364298724955,0.40769230769230774,0.2857142857142857,0.6393677336389431,0.41666666666666663,0.17543859649122806,0.11483253588516748,0.08690314745640107,-205.5,284.0,Easy
2649,2025-08-10,EWR,2025-08-10 14:27:00+00:00,2025-08-10 18:01:00+00:00,2025-08-10 14:31:00+00:00,2025-08-10 18:09:00+00:00,176,B757-200,162.0,198,64,False,4.0,8.0,1,0,0.3950617283950617,167,1,5,0.9488636363636364,0.03592814371257485,0.3,65,0.024822695035460994,0.07311320754716981,0.2100840336134453,0.661144578313253,0.005911300486106944,0.1875,0.19753086419753085,0.30192307692307696,0.14285714285714285,0.47889503947990636,0.25564256103178257,0.3,0.2966507177033493,0.1498811479979416,-36.0,250.0,Easy
2677,2025-08-15,IAD,2025-08-15 17:56:00+00:00,2025-08-15 20:55:00+00:00,2025-08-15 18:01:00+00:00,2025-08-15 20:53:00+00:00,176,B757-200,46.0,82,56,False,5.0,-2.0,1,0,1.2173913043478262,204,2,11,1.1590909090909092,0.06372549019607843,0.4140625,104,0.02600472813238771,0.06132075471698113,0.2100840336134453,0.3117469879518072,0.002430534717637881,0.1160714285714286,0.6086956521739131,0.37307692307692314,0.2857142857142857,0.5946822334460574,0.45343137254901955,0.4140625,0.4832535885167464,0.2683045931244667,-36.0,32.0,Difficult
293,2025-08-08,LGA,2025-08-08 11:00:00+00:00,2025-08-08 14:20:00+00:00,2025-08-08 10:56:00+00:00,2025-08-08 14:19:00+00:00,166,B737-800,65.0,68,60,False,-4.0,-1.0,0,0,0.9230769230769231,174,0,5,1.0481927710843373,0.028735632183908046,0.26229508196721313,42,0.015366430260047283,0.0625,0.16806722689075626,0.36897590361445787,0.0020104422973054076,0.1517857142857143,0.46153846153846156,0.31538461538461543,0.0,0.5336026977165996,0.2044650751547303,0.26229508196721313,0.18660287081339713,0.15589627963330818,-3.0,237.0,Easy
